row_id,subject,time_step,activity,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,device
10,22,9,Walking,0.6737648750962739,-0.07137904055696445,1.472155137910563,0.2379028371615506,0.0644844564495206,0.07823492377721404,phone_B
16,12,15,Walking,0.598039121451295,-0.3307479218869436,0.9227624760195551,0.3629151127564672,-0.03918903681675685,0.08112671253137953,phone_B
18,14,17,Walking,0.5112607448277329,-0.3983739759651134,0.5516347619510318,0.22793424584852565,-0.058244197997018264,0.025594383249017433,phone_B
21,30,20,Walking,0.07676721887185284,-0.32418464830150606,0.47720023212319773,0.058211307604707635,-0.11171369893282958,0.03448652321952148,phone_B
28,8,27,Walking,0.16228846685413442,-0.5057543744668985,0.6982350336831855,0.25144087535627974,0.14366019158775073,0.024132075150024197,phone_B
35,18,34,Walking,-0.4598723646425406,-0.44415259936203666,1.457187224796923,0.24510511631527956,0.27692214412873123,0.20645290724098372,phone_B
41,17,40,Walking,-0.5762460575663679,0.19857868176958804,1.362810419355305,0.2718692374799653,0.11139873996018114,0.017097226043531265,phone_A
47,5,46,Walking,0.037127379972175134,0.19244790520421123,0.9300678447559815,0.18386222545648168,-0.006745678041173203,-0.1158188361774344,phone_A
52,3,51,Walking,-0.07771008356983908,0.36183521134177427,0.4613647982151018,0.08617838356807594,-0.07382543051362392,0.03432104187063682,phone_A
54,17,53,Walking,-0.1939018070264892,0.4098124040273947,0.5507271269942822,0.04602461606006636,0.162354395285886,0.04051922739707242,phone_A
61,12,60,Walking,0.5258648112143431,0.10415715197556932,1.163595067658158,0.2972148988843397,0.01520655752645501,0.08361463939134392,phone_B
64,28,63,Walking,0.27814452772086323,-0.4393888721507358,1.3092923592369168,0.30243772897005144,-0.031337247302083225,0.021756909013603734,phone_B
69,14,68,Walking,0.681289215456417,-0.3939506741351225,1.3202380752691534,0.33739446582291815,-0.036463698930698014,0.12260516890351146,phone_B
84,2,83,Walking,-0.7566353803877328,-0.4713017579022093,0.5190671692595443,0.20028507120052697,-0.027871532584281645,-0.017510335851806686,phone_B
99,4,98,Walking,-0.2059350160937005,0.31858282486821493,1.585272280017256,0.2776958112814695,-0.16438461818012373,0.07691164048643766,phone_B
102,12,101,Walking,0.09078440645330127,0.3897296556347494,1.3017937393044878,0.35337707205147606,-0.03561708747152608,-0.18611589140867396,phone_B
109,24,108,Walking,0.3971536485517628,0.13822384943739574,0.5419759870652605,0.33540909835854843,-0.10735546977263953,-0.10016323723135935,phone_B
110,10,109,Walking,0.5818271769684259,0.22892205233304644,0.5823267853698116,0.21849885290251736,0.07718300128985238,-0.11385859254447049,phone_B
111,5,110,Walking,0.4706638409114996,-0.015251721982245975,0.2446046335556227,0.2954323938802128,-0.03860476204397759,-0.11245083098120624,phone_A
112,1,111,Walking,0.51357404207761,0.3493491884701745,0.1365781288231817,0.05536974411063411,-0.10151750860847944,0.16072967533923618,phone_A
114,10,113,Walking,0.5155529426896273,0.05768466904937689,0.5266283408669212,0.3055544127993418,0.08877091101389177,-0.1781859193830947,phone_B
129,17,128,Walking,0.1279168461648692,-0.7334725210746759,1.4313767885367876,0.13718188910485168,-0.09837806506852817,-0.035888820552534395,phone_A
142,8,141,Walking,-0.3051506196562691,0.4499720411441753,0.5265783052519681,0.36997715832942685,-0.20688782707714634,-0.03496972034913088,phone_B
147,26,146,Walking,-0.24015602884176135,-0.21480323112775385,0.5534489141904588,0.26969454610350824,0.05252822709934748,-0.12786716581539234,phone_B
152,28,151,Walking,0.09894386432708342,0.26919084379734765,1.3737739290626965,0.3009141401671211,0.04118250968768894,0.06951796321375349,phone_B
153,30,152,Walking,0.14312316039725967,0.4883072507664196,1.3589466924367828,0.31576111703616994,0.1627201961741653,0.1973807060060395,phone_B
165,18,164,Walking,0.5372102150131037,-0.2402864299230706,0.9039850512315035,0.3789638552619187,-0.008509179780293948,-0.02165742685743005,phone_B
171,12,170,Walking,0.1701460356440826,-0.2772655687187404,0.26357860194559013,0.13259405993624396,0.1433921574588896,0.09242421789636172,phone_B
173,28,172,Walking,0.1931685404511762,-0.42044579698385887,0.3622433383072666,0.26953490058481944,0.00034194052042004196,-0.08247946721129693,phone_B
180,12,179,Walking,-0.25265007985314464,-0.7863190839489937,1.0471226684135186,0.12530741536240728,0.2703166501283481,0.19819161425218612,phone_B
186,7,185,Walking,-0.5874623897815155,-0.15570379368335757,1.5354216606529818,0.14843800175538485,-0.074163370789696,-0.07835707708539796,phone_A
187,8,186,Walking,-0.10515679214534979,-0.11425694315303289,1.6541314403149316,0.16620147850691838,-0.020455234490465376,-0.07849093795073905,phone_B
190,23,189,Walking,-0.6546256474815537,0.13723972862411032,1.4229185490436882,0.1595492116756909,-0.12350452754980945,-0.13025411650880994,phone_A
195,3,194,Walking,-0.10592993250900495,0.26086050201515215,0.9312103812571634,0.23071547542535603,0.08753558107186565,-0.04918734230629414,phone_A
205,4,204,Walking,-0.08904670193344655,0.5552644836054625,0.807976963163092,0.2522227205847021,-0.17477873205965977,-0.013619022376262554,phone_B
208,30,207,Walking,0.4522565106336365,0.3087544991788672,0.8609069642595475,0.4740828864299086,0.03595278174268252,-0.08055139195422832,phone_B
217,2,216,Walking,0.46660955178146457,-0.1980890892291563,1.449633282563099,0.15612834569798567,0.07641376727912495,0.028149753511464516,phone_B
