row_id,subject,time_step,activity,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc_magnitude,gyro_magnitude
1,3,0,Walking,-0.1906637528107575,0.6875827192311839,1.129327648503792,0.0053861292480779,-0.1432397457548549,0.0140624443484013,1.3358531356763494,0.1440291202960164
2,24,1,Walking,0.0105932947655518,0.5426285047670114,0.998703837690642,0.3167337772349111,0.0855571128971843,0.0072633767317337,1.1366473804560888,0.32816621070784074
3,13,2,Walking,0.2217822236695293,0.3753648804122609,1.2774796627702274,0.1145229139088101,0.0966295331437999,-0.0054918502084878,1.349829780740611,0.1499430722123097
4,25,3,Walking,0.167558457680695,0.3869421089110503,1.4954530198696083,0.2030017569724317,-0.0471160604379417,-0.0387346905537052,1.5537630987463937,0.21196700860600287
5,11,4,Walking,0.3306821246990594,0.5583380544989696,1.472442110740745,0.4555812360957507,-0.0447056518023077,-0.0563467001978691,1.6090922348267793,0.46122424980565563
6,15,5,Walking,0.1726118332718099,0.5589592765333775,1.635699904591012,0.2074657796579637,-0.092417212465878,-0.0906929337260363,1.7371656500423955,0.2445571489793034
7,17,6,Walking,0.5111645827334649,0.5020071604032206,1.4346060885203469,0.2455377455373391,0.0128354390054801,0.0240557456401914,1.6035569989734795,0.2470469831354515
8,21,7,Walking,0.5819108688536497,0.3935407892651872,1.641443691402968,0.227433697643778,0.0318031338558982,0.0694417048422394,1.7854500844750822,0.23991597803892575
9,15,8,Walking,0.4042026519788378,0.210931281607131,1.4575699416153982,0.1897343523650647,0.1644435442357835,-0.0952414227262567,1.5272137781358142,0.2685362774582573
10,22,9,Walking,0.6737648750962739,-0.0713790405569644,1.472155137910563,0.2379028371615506,0.0644844564495206,0.078234923777214,1.62058471682933,0.25860531385014474
11,24,10,Walking,0.4580086107333588,0.0886628039955604,1.585647568073007,0.1989565242630223,-0.1403254955671714,-0.1246615935403828,1.6528494155409614,0.27352414181754126
12,10,11,Walking,0.3709249289291069,0.1981473758037997,1.4156943386146394,0.2959533889474545,-0.0469977910970187,0.0174393660184385,1.4768338247157453,0.3001688396296447
13,30,12,Walking,0.4919087103501863,0.122647587802762,1.2157112276686148,0.1800640768778421,-0.0419911683398162,-0.1315423610147943,1.3171827508708693,0.22691346972306137
14,20,13,Walking,0.6384705254409309,-0.1158545199686476,1.2052606743010543,0.27288213247965,0.0491184293632938,0.0731923619870064,1.3688389878545308,0.28676540966963765
15,5,14,Walking,0.4635875802392371,-0.1126503359400604,0.8591942449401311,0.0608176280334604,-0.1454969573589842,-0.109697151036163,0.9827605472737098,0.19209792665666428
16,12,15,Walking,0.598039121451295,-0.3307479218869436,0.9227624760195552,0.3629151127564672,-0.0391890368167568,0.0811267125313795,1.1482750392517067,0.3739314150480186
17,24,16,Walking,0.4624500324783928,-0.4030514701678682,0.8128353459489154,0.3124338951203135,-0.1900052465511583,0.0477866007900443,1.0183377729258791,0.36878244501614305
18,14,17,Walking,0.5112607448277329,-0.3983739759651134,0.5516347619510318,0.2279342458485256,-0.0582441979970182,0.0255943832490174,0.8511112057309741,0.23664631728541552
19,10,18,Walking,0.7215997216971912,-0.3893773575342276,0.5119777391661112,0.2397203198451948,0.0241996352368941,0.149510633276448,0.9666654490129686,0.2835575489296762
20,19,19,Walking,0.5346304959919723,0.010627271989901923,0.7717771703432661,0.0892360640244863,-0.0703726686024722,-0.1019233535546077,0.9389263585700577,0.15265568318484957
21,30,20,Walking,0.0767672188718528,-0.324184648301506,0.4772002321231977,0.0582113076047076,-0.1117136989328295,0.0344865232195214,0.5819870734184084,0.13060561682437455
22,18,21,Walking,0.4253127016828523,-0.1121616196627972,0.867739153738476,0.2655850376603596,-0.108849193203505,-0.234525090880444,0.9728526928928733,0.3706556047634908
23,25,22,Walking,0.0608743448218893,-0.5845151392807973,0.366221077706955,0.2045130024941976,0.1172578253866408,0.0172753424189879,0.6924460351989805,0.23637555554517242
24,9,23,Walking,0.1158122428927886,-0.7204406351614562,0.2281421332232712,0.1665061300019336,-0.0059160805900152,0.1944722904937871,0.7645233922826467,0.25608350807435504
25,29,24,Walking,0.2577849147871542,-0.6360333995290897,0.3278721568374062,0.1138371561544391,-0.0797748670989328,0.2341316705678681,0.7605864177314526,0.2722876543379873
26,24,25,Walking,-0.1414620171316628,-0.3962012691099311,0.4219474051246936,0.3224730314161668,0.0423446062716449,-0.0172301687423899,0.595841053156579,0.3256974061700891
27,28,26,Walking,-0.1795517348202812,-0.4649914182392523,0.5592570452235556,0.0851833659856027,-0.1405731331751581,0.0189846709494331,0.7491490420105374,0.16546126236184747
28,8,27,Walking,0.1622884668541344,-0.5057543744668985,0.6982350336831855,0.2514408753562797,0.1436601915877507,0.0241320751500241,0.8773010863032307,0.29059098660833893
29,11,28,Walking,0.009888821615022,-0.4364458309586422,1.0312863007210915,0.2401557880944096,-0.134691593489255,-0.1504975119170231,1.11988132684187,0.313793130908145
30,20,29,Walking,0.0470307874916774,-0.1709736022180568,0.9091002012678152,0.1778493946750413,0.1607588721466422,-0.1217750250247836,0.9262327156674438,0.2688921324247434
31,9,30,Walking,-0.1964154796152976,-0.5236519190610166,1.0497229049955878,0.2020212811623036,0.0371332003678826,0.1548230047445088,1.1894152135571365,0.25721904169430776
